codgeo;part_prestations_sociales_pct;part_minima_sociaux_pct;s_soc_ben_di_fam_ben;nombre_personnes;part_revenus_activite_pct;part_impots_directs_pct;part_indemnites_chomage_pct;s_ei_di_n_sal;nombre_unites_consommation;taux_pauvrete_60_pct;rapport_interdecile_d9_d1;part_revenus_patrimoine_autres_pct;niveau_vie_median_euros;niveau_vie_1er_decile_euros;s_soc_ben_di_hou_ben;nombre_menages;part_menages_imposes_pct;niveau_vie_9e_decile_euros;part_salaires_pct;part_pensions_retraites_rentes_pct
42249;;;;1585;;;;;1092,2;;;;21240;;;701;;;;
43022;;;;282;;;;;196,2;;;;21410;;;126;;;;
43110;;;;832;;;;;570,3;;;;22920;;;361;;;;
43141;;;;1139;;;;;825,9;;;;21430;;;571;;;;
43057;;;;;;;;;;;;;;;;;;;;
45102;;;;374;;;;;259,1;;;;27540;;;165;;;;
45151;;;;256;;;;;174,8;;;;23420;;;109;;;;
45162;;;;526;;;;;354,5;;;;23710;;;217;;;;
45260;;;;265;;;;;178,0;;;;22730;;;109;;;;
45213;;;;641;;;;;451,2;;;;23930;;;303;;;;
45278;;;;1074;;;;;749,5;;;;20610;;;497;;;;
45288;;;;377;;;;;265,4;;;;22300;;;174;;;;
45137;;;;715;;;;;490,2;;;;25170;;;311;;;;
45135;;;;318;;;;;212,2;;;;24440;;;127;;;;
45119;4,2;1,4;2,3;2361;72,4;-14,2;2,4;4,5;1562,0;;2,5;5,4;23680;14810;0,5;905;59;36530;65,5;32,2
45174;;;;267;;;;;175,6;;;;25210;;;107;;;;
45146;4,3;1,6;1,9;7201;72,2;-15,6;2,2;2,0;4925,6;9;2,6;7,7;24050;14490;0,8;3134;58;37250;68,0;31,4
45138;;;;;;;;;;;;;;;;;;;;
45164;;;;651;;;;;447,1;;;;24240;;;280;;;;
45085;;;;1763;;;;;1297,9;;;;21410;;;916;;;;
45129;;;;1385;;;;;991,0;;;;20980;;;680;;;;
45173;5,0;1,9;2,2;4532;75,9;-14,5;2,6;2,9;3061,4;11;2,8;5,1;23880;13460;0,9;1917;54;37020;70,4;28,5
45152;;;;198;;;;;133,1;;;;24800;;;80;;;;
56148;;;;1624;;;;;1084,0;;;;23600;;;670;;;;
56161;3,3;1,2;1,7;3408;70,9;-15,3;3,3;7,7;2291,0;10;2,9;9,9;24320;14010;0,4;1412;53;40460;59,9;31,2
56116;;;;1555;;;;;1154,4;;;;25250;;;799;;;;
56172;5,1;2,0;2,3;2638;67,2;-12,9;2,7;7,1;1825,5;13;2,7;7,4;21540;13000;0,8;1179;46;34870;57,4;33,2
56087;;;;556;;;;;433,5;;;;24760;;;323;;;;
56117;6,3;2,8;2,2;4067;67,0;-13,3;2,4;3,7;2881,1;14;2,7;9,2;21630;12560;1,3;1959;46;34260;60,9;30,8
56084;;;;925;;;;;636,5;;;;26760;;;403;;;;
56166;4,7;2,0;1,9;5624;67,5;-13,9;2,4;6,2;3914,9;9;2,4;8,4;22580;14040;0,8;2544;50;34220;58,9;33,3
45248;5,6;1,6;3,1;2181;72,2;-13,0;2,5;2,5;1462,9;10;2,4;9,0;21820;13760;0,9;934;49;32640;67,2;26,2
45216;;;;130;;;;;89,4;;;;24570;;;58;;;;
45197;;;;1749;;;;;1119,3;;;;27110;;;644;;;;
45238;;;;689;;;;;496,3;;;;24210;;;336;;;;
45203;4,4;1,7;1,9;6264;74,9;-16,2;2,9;3,2;4324,2;9;2,7;8,3;23980;14350;0,8;2805;57;39340;68,8;28,6
45282;2,2;0,6;1,2;3213;79,5;-19,2;2,3;6,9;2164,1;;2,7;10,3;28370;17540;0,4;1331;73;47660;70,3;27,2
45220;;;;592;;;;;400,2;;;;23320;;;246;;;;
45193;2,6;0,8;1,4;2131;69,9;-17,5;2,0;3,3;1458,1;;2,6;11,4;26690;16290;0,4;924;64;42140;64,6;33,6
45258;5,4;2,1;2,4;3258;70,6;-13,4;2,9;3,4;2239,3;12;2,6;5,7;22700;13220;0,9;1440;53;34050;64,3;31,7
45251;;;;289;;;;;206,6;;;;21250;;;139;;;;
45200;;;;1357;;;;;930,3;;;;27120;;;582;;;;
56081;5,5;3,1;1,7;2141;57,2;-11,2;3,0;6,9;1556,9;17;2,7;7,8;20540;11470;0,7;1070;37;31150;47,3;40,7
56058;3,8;1,4;1,8;3551;69,4;-14,1;2,2;6,9;2424,1;9;2,5;7,9;23200;14220;0,6;1532;51;36170;60,3;33,0
63168;;;;569;;;;;387,2;;;;23440;;;242;;;;
63182;;;;620;;;;;454,2;;;;19470;;;324;;;;
63109;;;;810;;;;;555,5;;;;22840;;;354;;;;
63174;;;;119;;;;;86,8;;;;21050;;;59;;;;
63126;;;;1315;;;;;901,8;;;;29130;;;565;;;;
63183;;;;;;;;;;;;;;;;;;;;
63104;;;;117;;;;;88,7;;;;21420;;;64;;;;
63118;;;;389;;;;;287,1;;;;18590;;;199;;;;
63215;;;;739;;;;;492,4;;;;24230;;;303;;;;
63245;3,3;1,4;1,4;3807;68,5;-16,7;1,8;3,6;2635,1;7;2,7;7,5;26150;15650;0,5;1682;64;42600;63,1;37,4
63276;4,2;1,8;1,8;2141;66,4;-13,6;3,0;3,0;1515,6;11;2,6;7,4;22840;13500;0,6;1013;49;35540;60,4;35,6
63225;;;;1047;;;;;781,6;;;;21160;;;559;;;;
63296;;;;694;;;;;483,5;;;;24140;;;315;;;;
63231;;;;1639;;;;;1153,6;;;;18510;;;751;;;;
45198;;;;294;;;;;194,5;;;;25120;;;114;;;;
45201;;;;174;;;;;124,1;;;;23450;;;81;;;;
45218;;;;128;;;;;91,5;;;;26580;;;61;;;;
45257;;;;523;;;;;346,9;;;;22570;;;218;;;;
45207;;;;369;;;;;247,6;;;;22830;;;151;;;;
45230;;;;782;;;;;536,8;;;;23590;;;348;;;;
45268;;;;610;;;;;427,6;;;;21670;;;279;;;;
45283;;;;165;;;;;113,6;;;;24310;;;73;;;;
45229;5,9;2,6;2,2;2449;61,7;-13,0;3,4;3,1;1737,5;15;2,7;6,4;21620;12310;1,1;1174;47;33250;55,2;39,0
45185;;;;309;;;;;201,9;;;;24210;;;115;;;;
45222;;;;1488;;;;;1028,2;;;;22940;;;655;;;;
56022;;;;1384;;;;;907,9;;;;22710;;;537;;;;
56041;4,0;1,7;1,7;2705;68,6;-13,8;2,4;10,6;1890,6;10;2,5;8,3;22080;13840;0,6;1225;46;34270;55,6;32,9
56063;3,5;1,3;1,6;2692;73,4;-14,6;2,6;3,8;1819,2;;2,4;5,7;25010;15510;0,6;1100;62;36810;67,0;32,0
56073;;;;827;;;;;616,8;;;;19740;;;445;;;;
55582;;;;;;;;;;;;;;;;;;;;
56004;;;;1774;;;;;1227,1;;;;23700;;;784;;;;
55580;;;;;;;;;;;;;;;;;;;;
56070;4,1;1,8;1,7;2197;62,4;-12,0;2,9;5,9;1552,0;12;2,5;6,3;21960;13140;0,6;1024;43;32620;53,6;39,2
56039;;;;866;;;;;586,1;;;;21060;;;371;;;;
56071;;;;850;;;;;599,0;;;;20810;;;398;;;;
55569;;;;151;;;;;108,3;;;;21850;;;73;;;;
45109;;;;567;;;;;378,7;;;;24110;;;229;;;;
45165;;;;648;;;;;447,3;;;;23690;;;289;;;;
45122;;;;1479;;;;;992,7;;;;24770;;;620;;;;
45134;;;;1470;;;;;967,6;;;;23380;;;583;;;;
45101;;;;281;;;;;193,2;;;;25000;;;122;;;;
45088;;;;272;;;;;188,5;;;;24980;;;117;;;;
45126;2,5;0,6;1,6;2937;79,2;-16,5;2,0;3,7;1927,4;;2,3;5,7;27290;17970;0,3;1133;70;40550;73,5;29,1
45115;6,1;2,8;2,0;3879;54,7;-12,9;3,3;4,9;2808,0;18;3,0;8,0;20910;11480;1,3;1949;46;34050;46,5;44,1
45123;;;;1916;;;;;1299,4;;;;25590;;;806;;;;
45156;;;;600;;;;;414,1;;;;23780;;;263;;;;
45092;;;;1583;;;;;1057,8;;;;25550;;;644;;;;
63386;;;;504;;;;;352,2;;;;23000;;;235;;;;
63403;;;;377;;;;;264,0;;;;24410;;;171;;;;
80026;;;;;;;;;;;;;;;;;;;;
80087;;;;237;;;;;162,9;;;;22100;;;102;;;;
80078;;;;489;;;;;333,5;;;;26810;;;200;;;;
80055;;;;166;;;;;110,2;;;;18360;;;66;;;;
80182;5,9;3,7;1,1;2252;48,6;-13,9;2,9;5,3;1700,3;18;3,2;8,1;20400;10980;1,1;1225;46;35510;40,4;51,3
80224;;;;139;;;;;90,5;;;;22680;;;54;;;;
80135;;;;244;;;;;164,5;;;;20810;;;99;;;;
80177;;;;711;;;;;474,1;;;;21600;;;286;;;;
80136;;;;1129;;;;;798,6;;;;21820;;;532;;;;
80190;;;;1157;;;;;790,8;;;;20290;;;502;;;;
80138;;;;115;;;;;75,1;;;;22420;;;45;;;;
80141;;;;344;;;;;236,7;;;;21850;;;150;;;;
80160;;;;1090;;;;;749,0;;;;28170;;;462;;;;
80216;;;;151;;;;;102,0;;;;21480;;;65;;;;
56096;4,7;1,6;2,5;2483;78,8;-13,6;3,7;4,3;1634,2;;2,3;6,4;22470;14740;0,6;987;48;34380;70,8;23,7
56171;;;;1499;;;;;1054,3;;;;22130;;;697;;;;
56177;4,3;1,6;2,1;7900;70,6;-13,6;3,2;5,4;5367,4;9;2,4;7,1;22820;14220;0,6;3369;48;34670;62,0;31,6
56179;4,7;1,8;2,2;4071;77,0;-13,8;2,8;4,9;2711,9;8;2,4;5,8;23570;14880;0,7;1665;54;35860;69,3;26,3
56088;;;;293;;;;;226,0;;;;26300;;;167;;;;
56182;;;;954;;;;;698,2;;;;20010;;;484;;;;
56144;4,7;1,8;2,3;3330;74,0;-13,4;2,3;9,8;2288,8;11;2,5;7,5;21970;13570;0,6;1465;45;33390;61,9;27,2
56174;4,6;1,4;2,6;2506;80,9;-13,0;2,2;5,2;1648,1;;2,4;4,8;22570;14590;0,6;986;48;34390;73,5;22,7
56163;;;;1241;;;;;873,7;;;;20210;;;574;;;;
56184;4,6;1,9;1,9;7830;66,0;-13,5;2,8;6,3;5444,2;10;2,5;7,3;22830;13780;0,8;3512;51;34860;56,9;35,6
56102;4,8;2,2;2,0;2099;66,7;-12,0;3,3;7,5;1478,6;14;2,5;6,0;21500;12410;0,6;972;42;31290;55,9;34,5
63402;;;;281;;;;;196,7;;;;20870;;;129;;;;
63322;3,0;1,0;1,6;2200;74,9;-15,6;1,5;2,7;1493,3;;2,3;6,7;25820;16850;0,4;928;64;39130;70,7;31,0
63393;;;;1675;;;;;1199,8;;;;21200;;;813;;;;
63390;;;;383;;;;;265,3;;;;23500;;;174;;;;
63306;;;;638;;;;;435,0;;;;28530;;;267;;;;
63349;;;;1984;;;;;1411,0;;;;20980;;;953;;;;
63401;;;;229;;;;;163,3;;;;22170;;;109;;;;
63343;;;;278;;;;;192,4;;;;21990;;;122;;;;
63334;;;;546;;;;;388,4;;;;20820;;;258;;;;
63352;;;;1912;;;;;1340,6;;;;21800;;;887;;;;
63407;;;;273;;;;;192,2;;;;22840;;;129;;;;
63282;;;;1676;;;;;1113,1;;;;25390;;;678;;;;
63216;;;;136;;;;;92,9;;;;22510;;;59;;;;
63249;;;;492;;;;;339,6;;;;22960;;;214;;;;
63262;2,6;1,1;1,2;3002;72,4;-17,1;1,8;6,4;2043,1;;2,5;7,7;26710;16730;0,3;1281;65;42430;64,2;34,4
63273;;;;1452;;;;;994,1;;;;27000;;;619;;;;
63218;;;;209;;;;;147,3;;;;20580;;;99;;;;
63227;2,8;1,1;1,3;2418;78,6;-16,9;1,8;5,3;1637,5;;2,6;9,5;26230;16510;0,4;1003;65;42870;71,5;26,0
63258;;;;689;;;;;510,7;;;;20480;;;363;;;;
63252;;;;397;;;;;275,6;;;;23590;;;176;;;;
63251;;;;315;;;;;222,3;;;;23100;;;149;;;;
63236;;;;1087;;;;;811,7;;;;21740;;;584;;;;
80045;;;;142;;;;;102,2;;;;21710;;;68;;;;
80032;;;;143;;;;;93,1;;;;21170;;;52;;;;
80035;;;;;;;;;;;;;;;;;;;;
80033;;;;308;;;;;201,5;;;;20420;;;122;;;;
80086;;;;978;;;;;671,7;;;;20090;;;426;;;;
80118;;;;115;;;;;81,5;;;;21420;;;52;;;;
80104;;;;112;;;;;79,4;;;;24170;;;54;;;;
80085;;;;;;;;;;;;;;;;;;;;
80030;;;;185;;;;;120,9;;;;19650;;;70;;;;
80116;;;;281;;;;;179,9;;;;23300;;;106;;;;
64099;;;;;;;;;;;;;;;;;;;;
64135;;;;796;;;;;534,9;;;;22050;;;320;;;;
63172;;;;;;;;;;;;;;;;;;;;
63175;;;;242;;;;;176,7;;;;20810;;;125;;;;
63203;;;;1187;;;;;789,5;;;;27450;;;467;;;;
63111;;;;126;;;;;85,2;;;;23700;;;53;;;;
63165;;;;752;;;;;566,7;;;;19970;;;410;;;;
63132;;;;1049;;;;;776,1;;;;19640;;;557;;;;
63177;;;;402;;;;;288,7;;;;21820;;;194;;;;
63117;;;;105;;;;;79,0;;;;21970;;;57;;;;
45262;;;;150;;;;;100,6;;;;24210;;;60;;;;
45235;3,7;1,1;2,0;4267;83,3;-16,1;2,0;2,7;2803,4;6;2,5;6,5;25700;15990;0,6;1644;69;39330;78,6;22,6
45215;;;;219;;;;;149,2;;;;22620;;;95;;;;
45224;4,8;1,8;2,2;4869;74,9;-14,9;2,1;4,5;3291,0;11;2,7;7,5;23420;13540;0,8;2070;55;36740;68,3;27,7
45206;;;;317;;;;;211,5;;;;23150;;;131;;;;
45189;;;;249;;;;;175,7;;;;24940;;;112;;;;
45212;;;;1285;;;;;893,6;;;;24210;;;581;;;;
45243;;;;315;;;;;215,9;;;;24040;;;132;;;;
45113;;;;266;;;;;187,9;;;;22890;;;125;;;;
45104;5,4;2,0;2,6;2989;72,5;-13,2;2,6;3,3;1985,6;12;2,5;4,8;22590;13070;0,8;1198;55;33210;66,6;30,5
45149;;;;300;;;;;208,9;;;;21170;;;137;;;;
45178;;;;1387;;;;;955,1;;;;21430;;;627;;;;
45125;;;;115;;;;;77,4;;;;23880;;;49;;;;
45133;;;;561;;;;;365,7;;;;24690;;;209;;;;
45087;5,5;2,5;1,9;2924;65,8;-13,7;2,5;5,0;2067,9;13;2,8;8,7;22170;12660;1,1;1384;48;35740;58,3;33,7
45141;;;;153;;;;;107,1;;;;20310;;;72;;;;
57112;;;;;;;;;;;;;;;;;;;;
57059;;;;;;;;;;;;;;;;;;;;
57106;7,1;3,5;2,0;3345;57,5;-11,4;3,8;4,8;2292,2;28;3,7;13,0;18840;9180;1,6;1452;38;34130;48,9;33,8
57036;;;;104;;;;;69,7;;;;23070;;;41;;;;
57119;;;;1207;;;;;814,9;;;;24080;;;500;;;;
56047;;;;1390;;;;;957,7;;;;21770;;;595;;;;
55574;;;;;;;;;;;;;;;;;;;;
56044;;;;744;;;;;516,9;;;;22340;;;331;;;;
55586;;;;113;;;;;74,8;;;;20430;;;47;;;;
56060;;;;915;;;;;652,8;;;;21810;;;433;;;;
56027;;;;524;;;;;356,4;;;;20930;;;220;;;;
56005;2,1;1,4;0,3;2319;32,6;-20,4;1,9;3,4;1828,4;10;3,8;19,0;28390;13840;0,4;1372;63;52250;27,3;66,7
56076;;;;1284;;;;;902,0;;;;20980;;;594;;;;
56074;;;;1800;;;;;1196,3;;;;22980;;;738;;;;
46063;;;;1642;;;;;1210,8;;;;20570;;;850;;;;
46124;;;;290;;;;;198,5;;;;23690;;;123;;;;
46057;;;;587;;;;;417,3;;;;24110;;;276;;;;
46096;;;;;;;;;;;;;;;;;;;;
46151;;;;112;;;;;83,1;;;;20760;;;59;;;;
46115;;;;164;;;;;118,5;;;;20440;;;80;;;;
56145;;;;967;;;;;673,3;;;;20570;;;445;;;;
56093;;;;739;;;;;505,2;;;;22720;;;323;;;;
56133;;;;1160;;;;;780,4;;;;23010;;;481;;;;
56097;4,5;1,5;2,4;4108;77,8;-12,8;3,2;4,2;2700,5;7;2,2;5,4;22870;14980;0,6;1629;50;32560;70,4;25,1
56122;;;;1602;;;;;1093,9;;;;21060;;;695;;;;
56111;;;;1376;;;;;967,0;;;;22160;;;640;;;;
56169;3,1;1,3;1,2;5566;59,3;-14,8;2,8;5,8;3945,9;9;2,7;11,0;24450;14410;0,6;2579;56;38600;50,7;41,4
56173;4,3;1,9;1,8;4303;68,3;-13,0;2,4;7,6;2998,4;10;2,5;8,7;22010;13790;0,6;1949;45;34400;58,3;31,7
56101;4,4;1,7;2,1;7826;72,8;-13,3;2,6;5,5;5302,0;8;2,3;7,2;23100;14610;0,6;3315;50;34200;64,7;28,9
56103;;;;265;;;;;193,0;;;;19930;;;134;;;;
80272;;;;141;;;;;88,6;;;;21100;;;51;;;;
80268;;;;500;;;;;349,5;;;;25540;;;223;;;;
80314;;;;189;;;;;125,6;;;;21970;;;81;;;;
80326;;;;103;;;;;73,1;;;;23180;;;46;;;;
80230;;;;274;;;;;186,2;;;;20540;;;115;;;;
80252;;;;218;;;;;154,5;;;;20740;;;99;;;;
80179;;;;216;;;;;146,2;;;;22240;;;93;;;;
80183;;;;269;;;;;184,1;;;;21180;;;115;;;;
80130;;;;441;;;;;295,3;;;;27490;;;178;;;;
80208;;;;221;;;;;143,5;;;;19960;;;82;;;;
80225;;;;181;;;;;124,3;;;;32440;;;76;;;;
80202;;;;351;;;;;231,5;;;;26660;;;137;;;;
80207;;;;306;;;;;213,6;;;;22620;;;140;;;;
80150;;;;221;;;;;150,1;;;;19880;;;94;;;;
80166;;;;675;;;;;442,4;;;;22840;;;263;;;;
79252;;;;349;;;;;243,2;;;;22480;;;155;;;;
80036;;;;498;;;;;344,5;;;;24830;;;219;;;;
80067;;;;202;;;;;128,9;;;;21960;;;75;;;;
80081;;;;;;;;;;;;;;;;;;;;
80042;;;;116;;;;;76,3;;;;21470;;;47;;;;
80023;;;;260;;;;;174,2;;;;23540;;;105;;;;
80109;;;;339;;;;;244,4;;;;19900;;;166;;;;
80031;;;;809;;;;;535,6;;;;21970;;;322;;;;
80102;;;;375;;;;;262,1;;;;22500;;;168;;;;
80028;;;;146;;;;;101,1;;;;21640;;;66;;;;
80077;;;;298;;;;;211,0;;;;23820;;;137;;;;
80079;;;;314;;;;;212,7;;;;23070;;;131;;;;
80650;;;;577;;;;;397,9;;;;26640;;;250;;;;
57235;;;;1004;;;;;681,0;;;;24070;;;413;;;;
56206;4,6;1,9;1,8;11747;69,6;-15,3;2,4;5,0;8049,9;8;2,7;7,7;24360;14500;0,9;5106;58;39500;62,2;33,4
56216;;;;399;;;;;276,2;;;;20810;;;184;;;;
80765;;;;799;;;;;542,8;;;;21620;;;333;;;;
80744;;;;;;;;;;;;;;;;;;;;
80766;;;;429;;;;;299,0;;;;22370;;;195;;;;
80700;;;;838;;;;;589,4;;;;22030;;;381;;;;
80704;;;;348;;;;;237,5;;;;27040;;;148;;;;
79312;;;;115;;;;;81,6;;;;21600;;;53;;;;
80011;5,1;2,7;1,8;3042;68,7;-13,3;2,3;3,3;2087,1;10;2,4;4,5;21990;13740;0,6;1313;52;32350;63,1;35,0
80002;;;;271;;;;;183,9;;;;20300;;;115;;;;
79311;;;;1719;;;;;1221,7;;;;19990;;;815;;;;
79274;;;;296;;;;;203,4;;;;22800;;;129;;;;
80016;9,6;5,3;2,3;8971;60,5;-12,3;3,2;3,6;6458,9;22;2,9;6,0;19620;11000;2,0;4466;40;31840;53,7;36,2
79352;;;;160;;;;;111,6;;;;20080;;;71;;;;
80018;;;;249;;;;;171,9;;;;21540;;;108;;;;
79308;;;;698;;;;;457,7;;;;27040;;;266;;;;
79329;7,3;3,8;2,0;13683;57,6;-13,5;2,7;4,7;9931,9;18;2,9;11,4;20280;11270;1,5;6916;40;32680;50,2;37,2
79326;;;;1386;;;;;962,4;;;;19700;;;622;;;;
57389;;;;467;;;;;312,5;;;;24210;;;189;;;;
57374;;;;222;;;;;158,0;;;;21820;;;102;;;;
57394;;;;302;;;;;199,1;;;;22940;;;117;;;;
57351;;;;1195;;;;;792,0;;;;27620;;;467;;;;
57382;;;;620;;;;;425,3;;;;23730;;;269;;;;
57427;;;;536;;;;;388,0;;;;22910;;;265;;;;
57421;;;;146;;;;;105,1;;;;21520;;;69;;;;
57444;;;;359;;;;;235,5;;;;24190;;;140;;;;
57367;;;;232;;;;;157,2;;;;23340;;;98;;;;
57113;;;;982;;;;;644,9;;;;24230;;;382;;;;
57084;;;;315;;;;;202,3;;;;25080;;;115;;;;
57055;;;;523;;;;;339,6;;;;27210;;;193;;;;
57039;3,2;1,4;1,2;2028;76,4;-16,2;1,7;6,1;1382,6;;2,9;11,5;28100;16240;0,6;871;65;46960;68,6;25,1
57034;;;;;;;;;;;;;;;;;;;;
57058;16,2;8,0;4,4;5693;54,9;-8,9;5,3;2,1;3815,7;37;3,0;3,8;15770;9130;3,8;2353;24;27360;47,5;34,0
57122;;;;663;;;;;457,8;;;;23810;;;285;;;;
57049;4,8;2,1;1,6;4370;74,1;-17,1;2,7;6,1;3074,5;15;3,9;14,0;23500;12280;1,1;2067;56;48230;65,3;24,2
57070;;;;222;;;;;144,3;;;;24810;;;85;;;;
80391;;;;;;;;;;;;;;;;;;;;
80402;;;;123;;;;;85,4;;;;26790;;;53;;;;
80359;;;;276;;;;;188,6;;;;22900;;;117;;;;
80405;;;;416;;;;;279,1;;;;26170;;;166;;;;
80383;;;;;;;;;;;;;;;;;;;;
80400;;;;403;;;;;267,7;;;;22310;;;161;;;;
80622;;;;1119;;;;;788,5;;;;21600;;;521;;;;
80635;;;;1330;;;;;895,3;;;;18540;;;555;;;;
80580;;;;266;;;;;187,5;;;;21690;;;125;;;;
80637;;;;256;;;;;175,6;;;;23060;;;109;;;;
80587;;;;;;;;;;;;;;;;;;;;
80562;;;;182;;;;;121,5;;;;26780;;;72;;;;
80625;;;;1452;;;;;976,9;;;;22670;;;611;;;;
80633;;;;536;;;;;385,0;;;;22480;;;253;;;;
80623;;;;369;;;;;243,3;;;;21770;;;146;;;;
64087;;;;812;;;;;554,5;;;;22210;;;342;;;;
64078;;;;243;;;;;169,9;;;;23070;;;112;;;;
64042;;;;692;;;;;482,8;;;;23840;;;307;;;;
64138;5,4;2,5;2,2;2945;77,0;-14,9;2,6;4,4;1934,5;9;2,6;8,4;23980;14320;0,7;1128;59;37000;70,0;24,1
64095;;;;584;;;;;387,7;;;;23340;;;234;;;;
64039;;;;241;;;;;161,7;;;;24160;;;98;;;;
64094;;;;1604;;;;;1096,9;;;;24310;;;695;;;;
64107;;;;;;;;;;;;;;;;;;;;
64133;;;;1361;;;;;901,7;;;;24460;;;538;;;;
64075;;;;159;;;;;108,9;;;;20800;;;71;;;;
80295;;;;576;;;;;389,8;;;;21920;;;243;;;;
80329;;;;166;;;;;110,0;;;;20650;;;66;;;;
80294;;;;163;;;;;108,8;;;;18430;;;65;;;;
80308;6,3;3,2;2,0;2455;62,6;-13,6;2,4;3,9;1710,6;14;2,5;9,9;20140;12990;1,1;1121;43;32950;56,3;34,8
80264;;;;;;;;;;;;;;;;;;;;
80336;;;;;;;;;;;;;;;;;;;;
80269;;;;111;;;;;77,0;;;;22020;;;47;;;;
80288;;;;368;;;;;238,2;;;;22340;;;144;;;;
80297;;;;;;;;;;;;;;;;;;;;
80260;;;;880;;;;;600,0;;;;28240;;;368;;;;
80201;;;;;;;;;;;;;;;;;;;;
80229;;;;375;;;;;252,9;;;;24090;;;154;;;;
80199;;;;538;;;;;370,5;;;;22470;;;230;;;;
80222;;;;1243;;;;;867,2;;;;20220;;;566;;;;
80151;;;;297;;;;;206,5;;;;23830;;;131;;;;
80158;;;;;;;;;;;;;;;;;;;;
80212;6,5;3,4;1,9;5542;70,3;-13,9;2,7;2,9;3911,0;15;2,8;6,3;21720;12490;1,2;2596;49;35240;64,7;30,8
80163;;;;732;;;;;506,7;;;;23300;;;321;;;;
79302;;;;1421;;;;;963,2;;;;22980;;;592;;;;
79343;;;;205;;;;;142,1;;;;23150;;;90;;;;
79339;;;;1615;;;;;1140,0;;;;20320;;;752;;;;
79357;;;;224;;;;;153,5;;;;22080;;;97;;;;
79270;10,4;5,3;2,9;5856;61,3;-11,9;2,7;2,9;4177,9;21;2,9;4,8;19600;11000;2,2;2897;39;32030;55,7;35,4
79331;;;;135;;;;;89,2;;;;19930;;;56;;;;
79246;;;;603;;;;;414,4;;;;21570;;;253;;;;
79257;;;;1493;;;;;1065,7;;;;21720;;;710;;;;
79255;;;;379;;;;;262,1;;;;19770;;;168;;;;
79337;;;;876;;;;;621,3;;;;23540;;;405;;;;
80046;;;;;;;;;;;;;;;;;;;;
80066;;;;264;;;;;176,4;;;;25300;;;109;;;;
80082;;;;689;;;;;469,2;;;;24740;;;289;;;;
80071;;;;1850;;;;;1279,4;;;;20620;;;821;;;;
80053;;;;;;;;;;;;;;;;;;;;
80084;;;;213;;;;;144,8;;;;21020;;;89;;;;
80092;;;;768;;;;;512,7;;;;26260;;;317;;;;
80440;;;;152;;;;;106,1;;;;19450;;;67;;;;
80360;;;;1998;;;;;1431,6;;;;20370;;;967;;;;
80376;;;;623;;;;;406,6;;;;26780;;;238;;;;
80384;;;;176;;;;;121,2;;;;20680;;;78;;;;
80338;;;;1616;;;;;1119,9;;;;23530;;;721;;;;
80421;;;;307;;;;;198,2;;;;20930;;;114;;;;
80399;;;;379;;;;;245,6;;;;28430;;;144;;;;
80409;;;;139;;;;;95,7;;;;25500;;;61;;;;
80404;;;;139;;;;;97,9;;;;23540;;;64;;;;
80425;;;;107;;;;;72,7;;;;21020;;;46;;;;
80422;;;;556;;;;;366,6;;;;24290;;;218;;;;
80701;;;;422;;;;;287,6;;;;22010;;;177;;;;
80749;;;;318;;;;;205,5;;;;20550;;;123;;;;
80771;;;;;;;;;;;;;;;;;;;;
80746;;;;1096;;;;;734,2;;;;26500;;;441;;;;
80684;;;;105;;;;;71,7;;;;24430;;;46;;;;
80716;;;;1039;;;;;739,6;;;;22730;;;492;;;;
80678;;;;748;;;;;493,8;;;;22200;;;299;;;;
80686;;;;691;;;;;461,3;;;;24930;;;281;;;;
80718;;;;1282;;;;;880,0;;;;23500;;;554;;;;
80247;;;;674;;;;;444,7;;;;19840;;;267;;;;
80249;;;;298;;;;;198,7;;;;21510;;;120;;;;
80250;;;;348;;;;;226,5;;;;22720;;;130;;;;
80334;;;;102;;;;;72,0;;;;23780;;;46;;;;
80320;;;;148;;;;;98,5;;;;22750;;;63;;;;
80238;;;;503;;;;;344,3;;;;24930;;;216;;;;
80287;;;;205;;;;;145,1;;;;21320;;;93;;;;
80313;;;;293;;;;;198,2;;;;21160;;;123;;;;
80665;;;;145;;;;;98,0;;;;22810;;;63;;;;
80615;;;;427;;;;;287,0;;;;23280;;;173;;;;
80646;;;;;;;;;;;;;;;;;;;;
80652;;;;754;;;;;490,5;;;;22790;;;289;;;;
80614;;;;280;;;;;191,8;;;;20250;;;120;;;;
80565;;;;;;;;;;;;;;;;;;;;
80574;;;;;;;;;;;;;;;;;;;;
80663;;;;341;;;;;234,6;;;;18710;;;147;;;;
80620;10,7;5,8;2,5;7193;56,3;-13,6;3,1;4,2;5158,0;25;3,2;12,4;18800;10360;2,4;3545;38;33270;49,0;34,2
56034;2,3;1,2;0,7;4662;48,6;-19,4;2,9;6,8;3473,7;9;3,6;19,1;26230;14120;0,4;2442;58;51160;38,9;49,4
55577;;;;;;;;;;;;;;;;;;;;
56014;;;;1525;;;;;1044,4;;;;21060;;;667;;;;
56007;6,2;3,4;1,4;13694;60,8;-15,1;3,1;5,8;10225,5;15;3,2;9,3;22470;12190;1,4;7454;48;39210;51,9;38,8
56065;;;;732;;;;;491,0;;;;23590;;;298;;;;
56017;4,5;1,7;2,1;2840;69,6;-13,0;2,6;5,9;1938,2;9;2,3;6,1;22750;14390;0,7;1211;50;33720;61,1;32,8
