codgeo;part_prestations_sociales_pct;part_minima_sociaux_pct;s_soc_ben_di_fam_ben;nombre_personnes;part_revenus_activite_pct;part_impots_directs_pct;part_indemnites_chomage_pct;s_ei_di_n_sal;nombre_unites_consommation;taux_pauvrete_60_pct;rapport_interdecile_d9_d1;part_revenus_patrimoine_autres_pct;niveau_vie_median_euros;niveau_vie_1er_decile_euros;s_soc_ben_di_hou_ben;nombre_menages;part_menages_imposes_pct;niveau_vie_9e_decile_euros;part_salaires_pct;part_pensions_retraites_rentes_pct
08187;;;;320;;;;;210,8;;;;24790;;;124;;;;
08163;;;;262;;;;;173,7;;;;25150;;;100;;;;
08145;6,6;2,7;2,6;2176;72,1;-12,2;3,2;3,7;1464,0;15;2,7;9,0;20830;12170;1,3;899;43;32460;65,2;24,5
08101;;;;158;;;;;109,1;;;;24840;;;69;;;;
07149;;;;155;;;;;119,9;;;;20840;;;91;;;;
07121;;;;177;;;;;135,2;;;;20350;;;101;;;;
07176;;;;141;;;;;103,0;;;;19330;;;72;;;;
07143;;;;837;;;;;569,2;;;;23460;;;357;;;;
07205;;;;1413;;;;;963,8;;;;22660;;;595;;;;
07194;;;;427;;;;;291,7;;;;21550;;;190;;;;
07138;4,9;2,2;1,9;2081;66,0;-13,6;2,5;4,1;1436,9;12;2,6;8,1;22530;13100;0,8;921;50;34330;59,4;34,6
07330;5,3;2,4;1,7;2096;51,4;-13,3;5,5;4,9;1533,3;18;3,1;14,2;21190;11650;1,2;1069;45;36650;41,0;42,4
08065;;;;;;;;;;;;;;;;;;;;
07349;8,0;4,0;2,3;4451;63,8;-12,2;3,4;3,2;3204,6;19;2,9;6,2;19910;11130;1,7;2229;39;31800;57,2;34,2
08037;;;;775;;;;;528,9;;;;19830;;;343;;;;
08035;;;;;;;;;;;;;;;;;;;;
08033;;;;;;;;;;;;;;;;;;;;
08047;;;;;;;;;;;;;;;;;;;;
08083;;;;374;;;;;252,8;;;;21300;;;153;;;;
08486;;;;1418;;;;;990,3;;;;18260;;;658;;;;
09013;;;;;;;;;;;;;;;;;;;;
08478;;;;221;;;;;152,3;;;;22810;;;93;;;;
08427;;;;221;;;;;148,6;;;;26340;;;91;;;;
08492;;;;306;;;;;199,0;;;;24050;;;120;;;;
08439;;;;177;;;;;115,3;;;;20340;;;67;;;;
08444;;;;123;;;;;78,0;;;;21650;;;43;;;;
09009;;;;222;;;;;151,3;;;;14500;;;97;;;;
08469;;;;497;;;;;334,8;;;;20310;;;212;;;;
08481;;;;250;;;;;170,1;;;;25090;;;103;;;;
07273;;;;192;;;;;136,7;;;;18200;;;94;;;;
07291;;;;806;;;;;579,7;;;;22250;;;391;;;;
07231;4,1;1,8;1,5;2692;61,8;-16,6;2,5;8,2;1876,1;11;2,9;16,9;22830;13390;0,8;1208;51;38770;51,1;33,8
07310;;;;928;;;;;615,1;;;;25700;;;356;;;;
07268;;;;843;;;;;608,2;;;;24700;;;422;;;;
07301;;;;939;;;;;663,3;;;;20800;;;431;;;;
07259;;;;1469;;;;;1030,5;;;;20990;;;680;;;;
08384;;;;146;;;;;98,7;;;;21020;;;64;;;;
08365;;;;1224;;;;;840,7;;;;20130;;;539;;;;
08333;;;;224;;;;;150,8;;;;20840;;;92;;;;
08348;;;;114;;;;;74,7;;;;20490;;;45;;;;
08412;;;;137;;;;;97,2;;;;15850;;;67;;;;
08331;;;;690;;;;;474,5;;;;22180;;;299;;;;
08400;;;;516;;;;;347,3;;;;23130;;;213;;;;
08383;;;;;;;;;;;;;;;;;;;;
08329;;;;514;;;;;339,7;;;;22330;;;203;;;;
08351;;;;;;;;;;;;;;;;;;;;
08405;;;;261;;;;;176,6;;;;20210;;;109;;;;
07115;;;;601;;;;;440,0;;;;25090;;;305;;;;
07092;;;;;;;;;;;;;;;;;;;;
07109;;;;288;;;;;212,8;;;;19750;;;149;;;;
07052;;;;671;;;;;439,3;;;;21900;;;262;;;;
07082;;;;181;;;;;139,8;;;;20970;;;102;;;;
07105;;;;103;;;;;75,0;;;;18880;;;52;;;;
07089;;;;1935;;;;;1294,9;;;;25570;;;790;;;;
07182;;;;1115;;;;;768,0;;;;21990;;;482;;;;
07188;;;;1754;;;;;1180,1;;;;22210;;;723;;;;
07159;;;;647;;;;;441,8;;;;23280;;;280;;;;
07197;3,6;1,3;1,7;2753;65,5;-15,4;2,1;3,0;1898,6;;2,4;11,6;24140;15670;0,6;1184;58;37980;60,4;34,7
07128;;;;343;;;;;254,9;;;;20310;;;179;;;;
07340;;;;1444;;;;;1007,4;;;;25760;;;645;;;;
08069;;;;124;;;;;91,2;;;;17170;;;62;;;;
07338;;;;1867;;;;;1311,3;;;;19810;;;867;;;;
08019;;;;;;;;;;;;;;;;;;;;
08003;;;;1736;;;;;1184,5;;;;24160;;;748;;;;
08044;;;;160;;;;;100,5;;;;17670;;;59;;;;
08049;;;;109;;;;;76,8;;;;19240;;;49;;;;
08032;;;;222;;;;;139,5;;;;27290;;;80;;;;
07346;5,1;2,3;1,8;3274;69,1;-13,6;3,4;4,6;2301,8;15;3,0;7,8;21970;12180;1,0;1515;45;36870;61,1;31,6
08119;;;;459;;;;;303,2;;;;24350;;;185;;;;
08133;;;;536;;;;;354,4;;;;21240;;;209;;;;
08130;;;;;;;;;;;;;;;;;;;;
08190;9,4;4,8;2,4;5756;61,0;-12,1;3,0;2,9;4067,6;26;3,4;9,9;19050;9910;2,2;2753;38;34150;55,1;31,8
08103;;;;211;;;;;142,5;;;;23730;;;88;;;;
08176;;;;;;;;;;;;;;;;;;;;
08159;;;;119;;;;;79,8;;;;24760;;;49;;;;
08192;;;;;;;;;;;;;;;;;;;;
08102;;;;;;;;;;;;;;;;;;;;
08445;;;;389;;;;;256,9;;;;23260;;;152;;;;
08435;;;;922;;;;;618,3;;;;25080;;;373;;;;
08476;;;;408;;;;;272,5;;;;23040;;;165;;;;
08436;;;;344;;;;;230,6;;;;21420;;;139;;;;
08477;;;;;;;;;;;;;;;;;;;;
08489;;;;217;;;;;150,7;;;;19230;;;98;;;;
09014;;;;193;;;;;143,1;;;;19720;;;103;;;;
08487;;;;1731;;;;;1219,8;;;;22360;;;796;;;;
09007;;;;;;;;;;;;;;;;;;;;
08503;;;;112;;;;;82,7;;;;23010;;;57;;;;
08214;;;;425;;;;;297,0;;;;20190;;;193;;;;
08201;;;;;;;;;;;;;;;;;;;;
08293;;;;144;;;;;101,9;;;;20260;;;67;;;;
08226;;;;131;;;;;94,0;;;;23570;;;61;;;;
08276;;;;705;;;;;485,5;;;;19600;;;313;;;;
08281;;;;378;;;;;262,2;;;;19670;;;170;;;;
08205;;;;;;;;;;;;;;;;;;;;
08288;;;;;;;;;;;;;;;;;;;;
08244;;;;;;;;;;;;;;;;;;;;
08326;;;;117;;;;;84,0;;;;18390;;;57;;;;
08342;;;;254;;;;;172,4;;;;21060;;;103;;;;
08386;;;;331;;;;;206,9;;;;23200;;;118;;;;
08398;;;;;;;;;;;;;;;;;;;;
08403;;;;1838;;;;;1292,8;;;;20180;;;862;;;;
08379;;;;246;;;;;163,9;;;;23180;;;97;;;;
07266;;;;;;;;;;;;;;;;;;;;
07234;;;;254;;;;;168,0;;;;20570;;;97;;;;
07238;;;;267;;;;;195,2;;;;21080;;;137;;;;
07250;;;;479;;;;;321,1;;;;22200;;;194;;;;
07226;;;;;;;;;;;;;;;;;;;;
07236;;;;1044;;;;;749,8;;;;21220;;;508;;;;
07261;;;;1446;;;;;1013,1;;;;22930;;;668;;;;
08430;;;;;;;;;;;;;;;;;;;;
08448;;;;970;;;;;686,0;;;;21420;;;454;;;;
08500;;;;;;;;;;;;;;;;;;;;
09023;;;;110;;;;;80,7;;;;15020;;;57;;;;
08471;;;;;;;;;;;;;;;;;;;;
08502;;;;;;;;;;;;;;;;;;;;
08463;;;;;;;;;;;;;;;;;;;;
08426;;;;;;;;;;;;;;;;;;;;
09027;;;;;;;;;;;;;;;;;;;;
07035;;;;672;;;;;471,3;;;;20790;;;307;;;;
07030;;;;194;;;;;142,6;;;;19320;;;99;;;;
07036;;;;497;;;;;325,6;;;;24300;;;190;;;;
07050;;;;704;;;;;522,1;;;;20920;;;369;;;;
07058;;;;823;;;;;602,8;;;;22310;;;423;;;;
07113;;;;244;;;;;178,6;;;;23080;;;125;;;;
07151;;;;259;;;;;184,1;;;;17900;;;123;;;;
07216;;;;491;;;;;347,8;;;;19450;;;233;;;;
07173;;;;;;;;;;;;;;;;;;;;
07220;;;;98;;;;;73,8;;;;19320;;;55;;;;
07213;;;;136;;;;;98,1;;;;17410;;;68;;;;
07199;;;;1079;;;;;772,8;;;;20610;;;533;;;;
07160;;;;;;;;;;;;;;;;;;;;
08094;;;;;;;;;;;;;;;;;;;;
08115;;;;529;;;;;363,6;;;;21920;;;230;;;;
08109;;;;141;;;;;99,9;;;;18650;;;68;;;;
08164;;;;352;;;;;237,6;;;;22940;;;148;;;;
08167;;;;;;;;;;;;;;;;;;;;
08174;4,8;2,1;1,8;2250;67,0;-14,9;2,3;8,9;1573,3;13;2,8;6,6;22080;13000;0,9;1018;51;36690;55,8;36,5
08136;;;;348;;;;;233,2;;;;23430;;;141;;;;
08323;;;;173;;;;;115,4;;;;19590;;;71;;;;
08425;;;;;;;;;;;;;;;;;;;;
08392;;;;203;;;;;140,7;;;;22710;;;89;;;;
08406;;;;332;;;;;230,2;;;;21280;;;148;;;;
08417;;;;259;;;;;173,3;;;;24600;;;103;;;;
08321;;;;178;;;;;126,7;;;;21770;;;84;;;;
08420;;;;991;;;;;708,0;;;;19230;;;481;;;;
08424;;;;133;;;;;90,0;;;;19340;;;53;;;;
08025;;;;1047;;;;;748,3;;;;20040;;;506;;;;
08075;;;;164;;;;;114,2;;;;21310;;;74;;;;
07348;;;;899;;;;;656,6;;;;21210;;;462;;;;
07342;;;;1140;;;;;800,0;;;;22310;;;518;;;;
08022;;;;343;;;;;234,3;;;;26580;;;147;;;;
08082;;;;;;;;;;;;;;;;;;;;
07344;;;;506;;;;;329,4;;;;25120;;;193;;;;
08077;;;;;;;;;;;;;;;;;;;;
08497;;;;1268;;;;;886,4;;;;23540;;;574;;;;
09022;;;;204;;;;;144,9;;;;23590;;;95;;;;
08485;;;;196;;;;;129,3;;;;24850;;;77;;;;
09006;;;;;;;;;;;;;;;;;;;;
09012;;;;;;;;;;;;;;;;;;;;
08484;;;;;;;;;;;;;;;;;;;;
09005;;;;134;;;;;102,4;;;;14500;;;78;;;;
08230;;;;386;;;;;253,1;;;;26680;;;148;;;;
08308;;;;;;;;;;;;;;;;;;;;
08216;;;;346;;;;;228,2;;;;24720;;;134;;;;
08229;;;;153;;;;;102,3;;;;24420;;;62;;;;
08262;;;;559;;;;;380,8;;;;21230;;;247;;;;
08202;;;;455;;;;;318,3;;;;21480;;;205;;;;
08219;;;;128;;;;;85,8;;;;22190;;;53;;;;
08298;;;;1523;;;;;1066,8;;;;26140;;;689;;;;
08203;;;;287;;;;;196,8;;;;23520;;;124;;;;
08269;;;;;;;;;;;;;;;;;;;;
08274;;;;99;;;;;71,9;;;;20520;;;50;;;;
07241;;;;631;;;;;440,2;;;;21990;;;282;;;;
07233;;;;180;;;;;126,1;;;;18910;;;85;;;;
07242;;;;105;;;;;73,8;;;;20880;;;49;;;;
07230;;;;383;;;;;274,0;;;;21420;;;186;;;;
07240;2,9;0,9;1,6;2269;76,1;-16,7;2,2;6,3;1513,4;;2,7;10,0;25800;16120;0,4;914;62;43520;67,6;27,7
07223;;;;120;;;;;82,8;;;;19840;;;54;;;;
07324;6,4;2,9;2,1;10767;69,4;-15,0;3,3;5,0;7631,2;17;3,2;8,9;21900;11720;1,4;5155;49;37450;61,1;30,3
07264;;;;1812;;;;;1293,6;;;;23660;;;872;;;;
08132;;;;194;;;;;126,4;;;;25430;;;75;;;;
08151;;;;291;;;;;198,8;;;;21270;;;125;;;;
08195;;;;323;;;;;216,6;;;;22360;;;132;;;;
08092;;;;218;;;;;144,2;;;;23780;;;87;;;;
08178;;;;168;;;;;114,7;;;;19580;;;73;;;;
08110;;;;153;;;;;106,7;;;;21230;;;73;;;;
08367;8,3;4,5;2,0;2054;63,4;-11,8;3,0;3,4;1453,1;23;3,4;9,1;19430;9950;1,8;970;37;33640;57,0;31,0
08366;;;;635;;;;;441,2;;;;18920;;;285;;;;
08396;;;;123;;;;;86,2;;;;22080;;;57;;;;
08343;;;;1089;;;;;739,9;;;;21280;;;460;;;;
08395;;;;135;;;;;93,8;;;;25300;;;59;;;;
08421;;;;;;;;;;;;;;;;;;;;
08341;;;;788;;;;;535,2;;;;23250;;;338;;;;
08372;;;;;;;;;;;;;;;;;;;;
08363;10,2;5,4;2,7;5363;57,1;-11,3;3,5;2,2;3806,0;25;3,0;5,1;18370;10340;2,1;2556;34;30650;51,4;38,9
07332;;;;432;;;;;297,2;;;;21790;;;186;;;;
08076;;;;912;;;;;644,7;;;;22340;;;427;;;;
08013;;;;392;;;;;270,3;;;;20370;;;175;;;;
08027;;;;101;;;;;67,9;;;;24970;;;42;;;;
08073;;;;;;;;;;;;;;;;;;;;
08030;;;;;;;;;;;;;;;;;;;;
08250;;;;197;;;;;128,4;;;;23710;;;77;;;;
08248;;;;668;;;;;437,5;;;;21690;;;265;;;;
08309;;;;;;;;;;;;;;;;;;;;
08302;8,2;4,3;2,2;2006;60,6;-11,6;2,7;4,1;1441,2;22;3,1;7,3;20270;10530;1,7;979;40;32960;53,8;35,5
08218;;;;1252;;;;;887,7;;;;21330;;;577;;;;
08249;;;;219;;;;;150,5;;;;21290;;;96;;;;
08238;;;;;;;;;;;;;;;;;;;;
08313;;;;157;;;;;98,3;;;;27830;;;55;;;;
08317;;;;126;;;;;81,8;;;;22210;;;47;;;;
08234;;;;133;;;;;84,5;;;;24820;;;50;;;;
07193;;;;177;;;;;123,2;;;;21230;;;83;;;;
07032;;;;138;;;;;96,7;;;;20220;;;65;;;;
07114;;;;214;;;;;152,2;;;;17160;;;104;;;;
07060;;;;287;;;;;190,9;;;;21250;;;117;;;;
07064;5,5;2,7;1,5;2671;55,7;-13,6;2,4;6,3;1968,9;13;2,7;8,9;21880;12630;1,3;1385;45;34350;47,0;43,5
09018;;;;;;;;;;;;;;;;;;;;
09003;;;;394;;;;;287,4;;;;20480;;;196;;;;
08491;7,3;3,5;2,4;3509;67,2;-13,4;2,9;4,1;2415,9;20;3,0;7,2;20590;11360;1,4;1553;45;33630;60,2;31,7
08457;;;;1048;;;;;723,9;;;;24930;;;471;;;;
08455;;;;;;;;;;;;;;;;;;;;
08437;;;;184;;;;;127,4;;;;20630;;;83;;;;
08451;;;;369;;;;;243,0;;;;20290;;;144;;;;
07303;;;;247;;;;;175,4;;;;22140;;;119;;;;
07258;;;;181;;;;;138,4;;;;18500;;;105;;;;
07263;;;;109;;;;;79,7;;;;18740;;;57;;;;
07292;;;;1183;;;;;793,1;;;;23770;;;489;;;;
07269;;;;1023;;;;;746,6;;;;20690;;;510;;;;
07302;;;;750;;;;;515,4;;;;25130;;;325;;;;
08166;;;;209;;;;;144,8;;;;21050;;;89;;;;
08139;;;;913;;;;;650,4;;;;18890;;;436;;;;
08123;;;;;;;;;;;;;;;;;;;;
08143;;;;;;;;;;;;;;;;;;;;
08141;;;;196;;;;;133,1;;;;21570;;;83;;;;
08409;15,0;8,3;3,0;15379;56,6;-11,1;3,7;3,4;11321,1;33;3,4;5,9;17180;9240;3,7;8142;32;30970;49,5;33,6
08418;;;;221;;;;;153,2;;;;18600;;;98;;;;
08374;;;;118;;;;;78,2;;;;18580;;;49;;;;
08364;;;;112;;;;;75,1;;;;20940;;;50;;;;
08327;7,9;3,5;2,9;2244;67,1;-11,8;2,3;3,3;1539,4;15;2,5;4,1;20710;12790;1,5;985;44;31800;61,5;32,7
08385;;;;975;;;;;671,9;;;;26540;;;417;;;;
08404;;;;219;;;;;138,9;;;;22910;;;78;;;;
08254;;;;533;;;;;360,3;;;;20090;;;226;;;;
08235;;;;401;;;;;271,8;;;;24100;;;164;;;;
08247;;;;122;;;;;84,8;;;;21860;;;54;;;;
08264;;;;509;;;;;338,2;;;;21660;;;210;;;;
08252;;;;117;;;;;81,5;;;;20450;;;53;;;;
08259;;;;;;;;;;;;;;;;;;;;
08316;;;;965;;;;;676,6;;;;22050;;;439;;;;
08283;;;;111;;;;;80,1;;;;24940;;;54;;;;
08005;;;;169;;;;;105,2;;;;27010;;;59;;;;
08015;;;;;;;;;;;;;;;;;;;;
08016;;;;197;;;;;133,0;;;;18610;;;79;;;;
08059;;;;;;;;;;;;;;;;;;;;
08056;;;;;;;;;;;;;;;;;;;;
08060;;;;298;;;;;185,6;;;;23570;;;101;;;;
08053;4,5;2,0;1,7;2288;68,9;-13,4;2,7;6,4;1583,1;11;2,7;8,9;22870;13560;0,8;1018;53;36110;59,8;31,1
09008;;;;103;;;;;85,0;;;;16990;;;68;;;;
08496;;;;118;;;;;79,9;;;;18840;;;50;;;;
09016;;;;209;;;;;148,2;;;;21190;;;96;;;;
07147;;;;191;;;;;147,9;;;;14100;;;115;;;;
07196;;;;223;;;;;157,6;;;;18360;;;107;;;;
07185;;;;639;;;;;443,3;;;;22320;;;289;;;;
07181;8,1;3,7;2,9;2507;64,5;-12,2;2,8;2,4;1760,8;21;2,8;6,6;19680;11010;1,5;1175;42;30990;59,3;33,0
07079;;;;1106;;;;;791,9;;;;19470;;;540;;;;
07065;;;;238;;;;;170,0;;;;20070;;;117;;;;
07056;;;;941;;;;;610,8;;;;23760;;;356;;;;
07076;5,9;2,2;2,6;2724;74,6;-13,2;2,6;3,3;1844,1;13;2,8;4,9;22970;12740;1,1;1176;51;35510;68,7;27,8
07084;;;;1069;;;;;707,9;;;;23380;;;428;;;;
07102;3,6;1,7;1,2;11128;65,9;-15,8;2,5;3,9;8155,0;8;2,7;9,1;24110;14420;0,7;5744;58;38690;59,5;37,2
08175;;;;200;;;;;133,9;;;;23090;;;79;;;;
08169;;;;;;;;;;;;;;;;;;;;
08194;;;;784;;;;;550,9;;;;22740;;;354;;;;
08134;;;;;;;;;;;;;;;;;;;;
08116;;;;1062;;;;;745,4;;;;19710;;;494;;;;
08142;;;;1927;;;;;1368,1;;;;20700;;;910;;;;
07309;;;;1476;;;;;1054,7;;;;21530;;;707;;;;
07244;;;;251;;;;;174,4;;;;20730;;;113;;;;
07270;;;;423;;;;;285,1;;;;23720;;;177;;;;
07325;;;;1905;;;;;1364,9;;;;23150;;;922;;;;
07265;;;;1368;;;;;925,9;;;;22660;;;566;;;;
07295;;;;937;;;;;687,0;;;;20360;;;488;;;;
07276;;;;255;;;;;169,9;;;;23280;;;102;;;;
07290;;;;268;;;;;184,3;;;;18870;;;117;;;;
08310;;;;;;;;;;;;;;;;;;;;
08268;;;;;;;;;;;;;;;;;;;;
08291;;;;206;;;;;136,5;;;;24390;;;85;;;;
08225;;;;202;;;;;135,1;;;;22500;;;81;;;;
08307;;;;;;;;;;;;;;;;;;;;
08305;;;;227;;;;;154,9;;;;26130;;;96;;;;
08422;;;;135;;;;;93,6;;;;23800;;;61;;;;
08350;;;;220;;;;;150,2;;;;21550;;;98;;;;
08362;9,5;5,0;2,3;7216;64,0;-13,5;2,7;5,1;5238,7;23;3,1;7,0;19790;10760;2,2;3679;40;33140;56,2;33,0
08339;;;;324;;;;;216,3;;;;24440;;;132;;;;
07334;7,3;3,9;1,5;2366;45,6;-14,2;3,2;8,3;1794,3;25;3,8;12,1;19660;9520;1,9;1328;41;36320;34,1;49,2
08036;;;;101;;;;;76,3;;;;22020;;;54;;;;
07329;;;;286;;;;;215,7;;;;18120;;;159;;;;
08074;;;;;;;;;;;;;;;;;;;;
08052;;;;;;;;;;;;;;;;;;;;
07343;;;;1232;;;;;858,6;;;;23910;;;557;;;;
08273;;;;;;;;;;;;;;;;;;;;
08312;;;;155;;;;;104,7;;;;23750;;;65;;;;
08272;;;;;;;;;;;;;;;;;;;;
08256;;;;;;;;;;;;;;;;;;;;
08296;;;;116;;;;;81,3;;;;19890;;;51;;;;
08318;;;;323;;;;;224,3;;;;20660;;;142;;;;
07144;;;;;;;;;;;;;;;;;;;;
07145;;;;1060;;;;;746,6;;;;23940;;;493;;;;
07066;3,8;1,4;1,7;2889;69,2;-14,8;2,0;5,4;2035,1;9;2,6;7,3;23820;14360;0,7;1358;55;37040;61,8;34,5
07073;;;;504;;;;;369,0;;;;21510;;;253;;;;
07104;;;;;;;;;;;;;;;;;;;;
07075;;;;119;;;;;88,9;;;;15820;;;63;;;;
07042;7,0;3,1;2,5;6645;64,2;-14,6;3,4;3,2;4656,1;22;3,3;11,4;20350;10350;1,4;3111;45;34460;57,6;32,0
08099;;;;132;;;;;86,8;;;;21980;;;51;;;;
08196;;;;;;;;;;;;;;;;;;;;
08170;;;;227;;;;;149,6;;;;23950;;;88;;;;
08138;;;;243;;;;;159,9;;;;20550;;;95;;;;
07274;;;;211;;;;;149,1;;;;21440;;;98;;;;
07225;;;;1370;;;;;917,2;;;;26560;;;548;;;;
07227;;;;1501;;;;;1004,8;;;;24050;;;617;;;;
07313;;;;977;;;;;719,7;;;;21020;;;515;;;;
08407;;;;;;;;;;;;;;;;;;;;
08415;;;;332;;;;;226,7;;;;20020;;;146;;;;
08354;;;;798;;;;;558,1;;;;19150;;;372;;;;
08353;;;;676;;;;;455,3;;;;24590;;;279;;;;
08369;;;;122;;;;;85,8;;;;19230;;;56;;;;
08346;;;;1446;;;;;1009,0;;;;25130;;;641;;;;
08416;;;;182;;;;;124,7;;;;21540;;;79;;;;
09015;;;;731;;;;;515,2;;;;22630;;;332;;;;
08480;5,7;2,8;1,8;3470;65,5;-13,3;2,7;3,6;2417,8;13;2,6;7,4;21750;12980;1,1;1561;50;34110;59,2;34,7
08458;;;;183;;;;;124,7;;;;19120;;;79;;;;
09024;;;;206;;;;;146,7;;;;23480;;;99;;;;
08297;;;;270;;;;;177,1;;;;24560;;;105;;;;
08304;;;;;;;;;;;;;;;;;;;;
08280;;;;;;;;;;;;;;;;;;;;
08206;;;;339;;;;;229,1;;;;24040;;;139;;;;
08066;;;;;;;;;;;;;;;;;;;;
07347;;;;576;;;;;406,0;;;;20080;;;271;;;;
08057;;;;235;;;;;167,8;;;;18240;;;116;;;;
08014;;;;147;;;;;92,3;;;;23230;;;48;;;;
08043;;;;1566;;;;;1099,6;;;;22950;;;715;;;;
08023;;;;;;;;;;;;;;;;;;;;
08034;;;;355;;;;;246,2;;;;20830;;;158;;;;
07118;;;;135;;;;;98,6;;;;18780;;;69;;;;
07215;;;;190;;;;;140,9;;;;19490;;;100;;;;
07131;;;;391;;;;;280,1;;;;21190;;;189;;;;
07179;;;;122;;;;;85,9;;;;25400;;;58;;;;
07169;;;;393;;;;;257,5;;;;22230;;;150;;;;
08160;;;;187;;;;;131,2;;;;26760;;;86;;;;
08162;;;;319;;;;;221,9;;;;26460;;;141;;;;
08097;;;;427;;;;;302,4;;;;21910;;;198;;;;
08146;;;;;;;;;;;;;;;;;;;;
08128;;;;;;;;;;;;;;;;;;;;
08107;;;;1188;;;;;811,0;;;;20600;;;515;;;;
08466;;;;;;;;;;;;;;;;;;;;
08467;;;;113;;;;;77,9;;;;22100;;;49;;;;
08460;;;;148;;;;;100,3;;;;20760;;;64;;;;
09001;;;;;;;;;;;;;;;;;;;;
09021;;;;126;;;;;84,7;;;;22080;;;51;;;;
08473;;;;308;;;;;207,5;;;;23330;;;127;;;;
07326;;;;;;;;;;;;;;;;;;;;
07297;;;;539;;;;;360,6;;;;20430;;;217;;;;
07232;;;;281;;;;;204,3;;;;19090;;;141;;;;
08320;;;;549;;;;;357,3;;;;24060;;;212;;;;
08411;;;;;;;;;;;;;;;;;;;;
08368;;;;224;;;;;154,0;;;;23750;;;96;;;;
08344;;;;129;;;;;89,2;;;;19600;;;57;;;;
08349;;;;563;;;;;386,0;;;;20290;;;240;;;;
08328;10,6;5,5;2,9;5464;65,0;-11,4;3,2;2,3;3794,5;26;3,0;4,4;18570;10370;2,2;2477;37;31090;59,5;31,4
07027;;;;1531;;;;;1059,4;;;;22430;;;692;;;;
07078;3,4;1,4;1,4;3182;58,1;-14,9;2,0;5,1;2245,9;7;2,5;13,0;23670;15030;0,6;1471;56;37140;51,0;40,4
07071;;;;616;;;;;446,2;;;;20350;;;307;;;;
07095;;;;462;;;;;322,5;;;;19730;;;212;;;;
08286;;;;;;;;;;;;;;;;;;;;
08220;;;;333;;;;;211,9;;;;22300;;;121;;;;
08263;;;;1140;;;;;777,0;;;;22730;;;484;;;;
08223;;;;122;;;;;80,9;;;;25670;;;47;;;;
08315;;;;;;;;;;;;;;;;;;;;
08031;;;;;;;;;;;;;;;;;;;;
07337;4,5;1,4;2,4;2810;75,8;-14,4;2,4;4,5;1874,1;;2,4;6,9;23840;15410;0,7;1130;59;36970;68,9;27,2
08046;;;;172;;;;;113,6;;;;26040;;;69;;;;
08028;;;;884;;;;;603,0;;;;21590;;;378;;;;
08067;;;;1086;;;;;757,5;;;;19480;;;497;;;;
08184;;;;;;;;;;;;;;;;;;;;
08154;;;;;;;;;;;;;;;;;;;;
08199;;;;765;;;;;518,0;;;;23760;;;319;;;;
08120;;;;;;;;;;;;;;;;;;;;
09029;;;;103;;;;;81,0;;;;19140;;;62;;;;
09004;;;;131;;;;;91,3;;;;22040;;;61;;;;
09030;;;;464;;;;;341,2;;;;18660;;;242;;;;
08499;;;;256;;;;;172,3;;;;18390;;;109;;;;
08432;;;;;;;;;;;;;;;;;;;;
08472;;;;305;;;;;198,0;;;;23300;;;117;;;;
09011;;;;;;;;;;;;;;;;;;;;
08330;;;;722;;;;;473,7;;;;23200;;;283;;;;
08388;;;;383;;;;;259,7;;;;26640;;;160;;;;
08324;;;;132;;;;;86,6;;;;19860;;;52;;;;
08390;;;;;;;;;;;;;;;;;;;;
08397;;;;;;;;;;;;;;;;;;;;
08255;;;;208;;;;;135,9;;;;17060;;;81;;;;
08301;;;;;;;;;;;;;;;;;;;;
07200;;;;;;;;;;;;;;;;;;;;
07304;;;;688;;;;;492,3;;;;21230;;;335;;;;
07305;;;;344;;;;;252,2;;;;21550;;;174;;;;
07277;;;;143;;;;;89,9;;;;20450;;;52;;;;
08062;;;;122;;;;;85,5;;;;25030;;;56;;;;
08048;;;;405;;;;;273,8;;;;25970;;;167;;;;
07083;;;;393;;;;;285,0;;;;21840;;;195;;;;
07108;;;;126;;;;;84,4;;;;22680;;;50;;;;
08197;;;;;;;;;;;;;;;;;;;;
08287;;;;136;;;;;89,8;;;;28830;;;54;;;;
08257;;;;156;;;;;107,4;;;;21900;;;66;;;;
08222;;;;1765;;;;;1236,5;;;;21640;;;803;;;;
08081;10,9;5,6;3,1;4651;62,9;-11,2;2,8;2,9;3230,7;24;2,9;4,7;18880;10390;2,2;2104;37;29850;57,2;32,7
08080;;;;118;;;;;75,6;;;;21720;;;43;;;;
08085;;;;228;;;;;150,1;;;;20440;;;92;;;;
08041;;;;214;;;;;148,5;;;;24280;;;96;;;;
08360;;;;195;;;;;133,7;;;;20680;;;83;;;;
08490;9,2;5,1;2,0;3819;57,4;-12,6;2,3;5,3;2817,5;22;3,2;8,1;20220;10550;2,1;2004;41;33740;49,8;37,9
09026;;;;154;;;;;113,3;;;;20860;;;79;;;;
08462;;;;140;;;;;93,0;;;;23230;;;56;;;;
08433;;;;;;;;;;;;;;;;;;;;
07239;;;;92;;;;;70,3;;;;19200;;;51;;;;
07251;;;;160;;;;;106,7;;;;19080;;;66;;;;
07312;;;;568;;;;;376,5;;;;22870;;;226;;;;
07294;;;;510;;;;;371,6;;;;19090;;;256;;;;
07299;;;;121;;;;;88,9;;;;19590;;;61;;;;
07202;;;;118;;;;;88,3;;;;16540;;;65;;;;
07157;;;;1279;;;;;887,4;;;;22820;;;585;;;;
