file_name;communes_reference_population;communes_in_file;communes_missing_vs_population;communes_extra_vs_population
cc_emploi_2022.csv;34903;34903;0;0
cc_diplome_2022.csv;34903;34903;0;0
cc_logement_2022.csv;34903;34903;0;0
cc_menages_familles_2022.csv;34903;34903;0;0
cc_caracteristiques_emploi_2022.csv;34903;34903;0;0
cc_revenu_com_2021.csv;34903;34804;99;0
